index,NMId,ObsRPShape,Poros,Darcy,ConcIn,PvIn,pH,IonStr,SaltType,ColumnLWRatio,PartDensity,PartIEP,pHIEPDist,PartZeta,CollecZeta,PartDiam,CollecDiam,PartCollSizeRatio,Coating,ConcHA,TypeNOM,Hamaker,Dispersivity,NanoSize,mbEffluent,mbRetained,mbEffluent_norm,mbRetained_norm
115,CuO,EXP,0.44,0.000261,0.00557,6,6.52,0,NaCl,20,8940,10,-3.48,-27.5,-31,3.00E-07,0.000256,0.00117,None,0.001,SRHA,,,0,,,,
116,CuO,EXP,0.44,0.000261,0.00441,6,6.63,0,NaCl,20,8940,10,-3.37,-22.9,-31,3.00E-07,0.000256,0.00117,None,0.001,SRHA,,,0,,,,
117,CuO,EXP,0.44,0.000261,0.0112,6,6.63,0,NaCl,20,8940,10,-3.37,-25.8,-35,3.00E-07,0.000256,0.00117,None,0.005,SRHA,,,0,,,,
118,CuO,EXP,0.44,0.000261,0.00745,6,6.75,0,NaCl,20,8940,10,-3.25,-24.9,-31,3.00E-07,0.000256,0.00117,None,0.001,SRHA,,,0,,,,
119,CuO,EXP,0.44,0.000261,0.00498,6,6.7,0,NaCl,20,8940,10,-3.3,-26.6,-31,3.00E-07,0.000256,0.00117,None,0.001,FA,,,0,,,,
120,ZnO,HE,0.44,9.42E-05,0.00504,8,7.56,0,None,20,5600,10,-2.44,22,-41,1.45E-07,0.000256,0.000566,None,0,None,,,0,,,,
121,ZnO,HE,0.44,9.42E-05,0.00433,8,7.54,0,None,20,5600,10,-2.46,23.7,-42.5,1.45E-07,0.000256,0.000566,None,0.736,Formic,,,0,,,,
122,ZnO,SIR,0.44,9.42E-05,0.00817,8,7.33,0,None,20,5600,10,-2.67,-27.4,-31.4,1.45E-07,0.000256,0.000566,None,0.001,SRHA,,,0,,,,
123,ZnO,SIR,0.44,9.42E-05,0.00741,8,7.45,0,None,20,5600,10,-2.55,-22.3,-31.4,1.45E-07,0.000256,0.000566,None,0.001,SRHA,,,0,,,,
124,ZnO,SIR,0.44,9.42E-05,0.00819,8,7.34,0,None,20,5600,10,-2.66,-26.3,-32.3,1.45E-07,0.000256,0.000566,None,0.001,SRHA,,,0,,,,
125,ZnO,SIR,0.44,9.42E-05,0.00861,8,7.52,0,None,20,5600,10,-2.48,-28.7,-32.3,1.45E-07,0.000256,0.000566,None,0.001,HA,,,0,,,,
126,ZnO,HE,0.44,9.42E-05,0.00661,8,7.39,0,None,20,5600,10,-2.61,-14.1,-46,1.45E-07,0.000256,0.000566,None,0.768,Citric,,,0,,,,
127,ZnO,HE,0.44,9.42E-05,0.00466,8,7.62,0,None,20,5600,10,-2.38,15.3,-43.5,1.45E-07,0.000256,0.000566,None,0.72,Oxalic,,,0,,,,
128,MWCNT,HE,0.45,0.000237,0.001,2.2,8.5,1,KCl,4,1730,4.7,3.8,-7,-78,1.90E-07,0.00024,0.000792,None,0,None,,,0,0.05,0.91,0.052083333,0.947916667
129,MWCNT,HE,0.44,0.000242,5.00E-06,3,8.5,1,KCl,4,1730,4.7,3.8,-7,-78,1.90E-07,0.00035,0.000543,None,0,None,,,0,0.13,0.95,0.12037037,0.87962963
130,MWCNT,HE,0.38,0.000277,1.00E-05,2.5,8.5,1,KCl,4,1730,4.7,3.8,-7,-78,1.90E-07,0.00035,0.000543,None,0,None,,,0,0.27,0.72,0.272727273,0.727272727
131,MWCNT,HE,0.43,0.000255,5.00E-06,3,8.5,1,KCl,4,1730,4.7,3.8,-7,-78,1.90E-07,0.00035,0.000543,None,0,None,,,0,0.33,0.56,0.370786517,0.629213483
132,MWCNT,HE,0.46,0.000238,0.001,3.2,8.5,1,KCl,4,1730,4.7,3.8,-7,-78,4.51E-08,0.000607,7.43E-05,None,0,None,,,1,0.73,0.21,0.776595745,0.223404255
133,Ag,EXP,0.396,0.000117,0.001,2.68,6.5,1,KNO3,4,10500,1.3,5.2,-16.9,-55,4.51E-08,0.000607,7.43E-05,None,0,None,2.37E-21,0.0009,1,0.174,0.925,0.158325751,0.841674249
134,Ag,SIR,0.415,0.000117,0.01,2.56,6.5,1,KNO3,4,10500,1.3,5.2,-16.9,-55,4.51E-08,0.000607,7.43E-05,None,0,None,2.37E-21,0.0006,1,0.456,0.541,0.457372116,0.542627884
135,Ag,SIR,0.429,0.000117,0.005,2.47,6.5,1,KNO3,4,10500,1.3,5.2,-16.9,-55,4.51E-08,0.000607,7.43E-05,None,0,None,2.37E-21,0.0008,1,0.431,0.448,0.49032992,0.50967008
136,Ag,SIR,0.418,0.000117,0.01,2.54,6.5,1,KNO3,4,10500,1.3,5.2,-16.9,-55,4.51E-08,0.000607,7.43E-05,None,0,None,2.37E-21,0.0006,1,0.456,0.541,0.457372116,0.542627884
137,Ag,SIR,0.388,0.000117,0.01,2.73,6.5,2.5,KNO3,4,10500,1.3,5.2,-7.5,-55.4,4.82E-08,0.000607,7.94E-05,None,0,None,2.37E-21,0.0006,1,0.218,0.756,0.223819302,0.776180698
138,Ag,SIR,0.403,0.000117,0.01,2.63,6.5,5,KNO3,4,10500,1.3,5.2,-3.2,-55.3,6.07E-08,0.000607,0.0001,None,0,None,2.37E-21,0.001,1,0.046,1.035,0.042553191,0.957446809
139,Ag,LD,0.427,5.00E-06,0.01,2.48,6.5,1,KNO3,4,10500,1.3,5.2,-16.9,-55,4.51E-08,0.000607,7.43E-05,None,0,None,2.37E-21,0.0011,1,0.249,0.732,0.25382263,0.74617737
140,Ag,SIR,0.393,2.33E-05,0.01,2.7,6.5,1,KNO3,4,10500,1.3,5.2,-16.9,-55,4.51E-08,0.000607,7.43E-05,None,0,None,2.37E-21,0.0004,1,0.27,0.732,0.269461078,0.730538922
141,Ag,SIR,0.411,0.000117,0.01,2.58,6.5,5,KNO3,4,10500,1.3,5.2,-3.2,-55.3,6.07E-08,0.000607,0.0001,None,0,None,2.37E-21,0.0007,1,0.045,0.916,0.046826223,0.953173777
142,Ag,SIR,0.428,0.000117,0.01,2.48,6.5,5,KNO3,4,10500,1.3,5.2,-3.2,-55.3,6.07E-08,0.000607,0.0001,None,0,None,2.37E-21,0.0006,1,0.052,0.968,0.050980392,0.949019608
143,Ag,SIR,0.403,0.000117,0.01,2.63,6.5,5,KNO3,4,10500,1.3,5.2,-3.2,-55.3,6.07E-08,0.000607,0.0001,None,0,None,2.37E-21,0.0097,1,0.046,1.035,0.042553191,0.957446809
144,CeO2,EXP,0.387,5.11E-05,0.0351,6,4,10,NaCl,6,7220,6.8,-2.8,32.7,-31.7,1.97E-07,0.000275,0.000716,None,0,None,9.07E-21,,0,0.008,0.992,0.008,0.992
145,CeO2,HE,0.387,5.11E-05,0.0439,6,6,10,NaCl,6,7220,6.8,-0.8,13.4,-45.7,2.19E-06,0.000275,0.00796,None,0,None,9.07E-21,,0,0.021,0.979,0.021,0.979
146,CeO2,HE,0.387,5.11E-05,0.0372,6,8.5,10,NaCl,6,7220,6.8,1.7,-32.5,-54.4,6.19E-07,0.000275,0.00225,None,0,None,9.07E-21,,0,0.057,0.943,0.057,0.943
147,Fe,LD,0.45,0.000155,0.0075,18,10,3,NaCl,7,3800,8.8,1.2,-32.4,-30.8,1.07E-07,0.000194,0.00055,None,0,None,2.10E-20,,0,0.0611,0.9389,0.0611,0.9389
148,Fe,HE,0.45,0.000155,0.0075,18,10,5,NaCl,7,3800,8.8,1.2,-30.1,-28.3,1.07E-07,0.000194,0.00055,None,0,None,2.10E-20,,0,0.1045,0.8955,0.1045,0.8955
149,Fe,LD,0.45,0.000155,0.0075,18,10,10,NaCl,7,3800,8.8,1.2,-27.2,-22.2,1.07E-07,0.000194,0.00055,None,0,None,2.10E-20,,0,0.5133,0.4867,0.5133,0.4867
150,Fe,EXP,0.45,0.000233,0.0075,18,10,10,NaCl,7,3800,8.8,1.2,-27.2,-22.2,1.07E-07,0.000194,0.00055,None,0,None,2.10E-20,,0,0.1007,0.8993,0.1007,0.8993
151,SiO2,HE,0.48,5.22E-06,0.49,3,8.5,0.22,NaCl,5.769230769,2600,2.6,5.9,-47,-47,0.00000011,0.00022,0.0005,None,0,None,,,,1,0,1,0
152,SiO2,HE,0.48,5.22E-06,0.97,3,8.5,0.22,NaCl,5.769230769,2600,2.6,5.9,-50,-50,0.00000011,0.00022,0.0005,None,0,None,,,,0.84,0.18,0.823529412,0.176470588
153,SiO2,SIR,0.48,5.22E-06,0.64,3,8.5,0.22,NaCl,5.769230769,2600,2.6,5.9,-47,-47,0.00000011,0.00022,0.0005,None,0,None,,,,1,0.03,0.970873786,0.029126214
154,C60,HE,0.38,3.24E-05,0.00244,3,7,3.07,CaCl2,6,1450,3,4,-23.9,-55,9.50E-08,0.00036,0.000264,None,0,None,4.71E-21,0.00065,1,0.914,0.086,0.914,0.086
155,C60,HE,0.38,3.24E-05,0.00134,3,7,3.07,CaCl2,6,1450,3,4,-23.9,-55,9.50E-08,0.00036,0.000264,None,0,None,4.71E-21,0.00065,1,0,0.338,0,1
156,C60,EXP,0.38,3.24E-05,0.00134,3,7,3.07,CaCl2,6,1450,3,4,-23.9,-55,9.50E-08,0.00036,0.000264,None,0,None,4.71E-21,0.00065,1,0.511,0.489,0.511,0.489
157,C60,IRwD,0.37,3.16E-05,0.00225,4.56,7,3.07,CaCl2,6,1450,3,4,-23.9,-30,9.50E-08,0.00036,0.000264,None,0,None,4.71E-21,0.00084,1,0.23,0.77,0.23,0.77
158,C60,SIR,0.37,3.16E-05,0.00134,3,7,3.07,CaCl2,6,1450,3,4,-23.9,-30,9.50E-08,0.00036,0.000264,None,0,None,4.71E-21,0.00084,1,0.519,0.481,0.519,0.481
159,nHAP,HE,0.4,0.000167,0.2,3.75,5.7,0,NaCl,7.69,3200,5,0.7,-53,-79.6,1.00E-07,0.0006,0.000167,None,0,None,1.00E-20,,1,0.89,0.07,0.927083333,0.072916667
160,nHAP,HE,0.4,0.000167,0.2,3.75,5.8,1,NaCl,7.69,3200,5,0.8,-35.2,-71,1.02E-07,0.0006,0.00017,None,0,None,1.00E-20,,0,0.8,0.15,0.842105263,0.157894737
161,nHAP,HE,0.4,0.000167,0.2,3.75,5.9,10,NaCl,7.69,3200,5,0.9,-31.4,-50.2,1.08E-07,0.0006,0.00018,None,0,None,1.00E-20,,0,0.68,0.28,0.708333333,0.291666667
162,nHAP,HE,0.4,0.000167,0.2,3.75,5.8,50,NaCl,7.69,3200,5,0.8,-25.8,-30.58,1.19E-07,0.0006,0.000198,None,0,None,1.00E-20,,0,0.44,0.5,0.468085106,0.531914894
163,nHAP,HE,0.4,0.000167,0.2,3.75,5.8,100,NaCl,7.69,3200,5,0.8,-20,-24.7,1.33E-07,0.0006,0.000222,None,0,None,1.00E-20,,0,0.11,0.79,0.122222222,0.877777778
164,nHAP,HE,0.4,0.000167,0.2,3.75,5.9,0.1,CaCl2,7.69,3200,5,0.9,-34.9,-47,1.03E-07,0.0006,0.000172,None,0,None,1.00E-20,,0,0.74,0.2,0.787234043,0.212765957
165,nHAP,HE,0.4,0.000167,0.2,3.75,5.8,0.3,CaCl2,7.69,3200,5,0.8,-31.5,-36.2,1.09E-07,0.0006,0.000182,None,0,None,1.00E-20,,0,0.68,0.27,0.715789474,0.284210526
166,nHAP,HE,0.4,0.000167,0.2,3.75,5.7,0.5,CaCl2,7.69,3200,5,0.7,-28.4,-31.7,1.14E-07,0.0006,0.00019,None,0,None,1.00E-20,,0,0.64,0.32,0.666666667,0.333333333
167,nHAP,HE,0.4,0.000167,0.2,3.75,5.7,1,CaCl2,7.69,3200,5,0.7,-22.1,-26,1.35E-07,0.0006,0.000225,None,0,None,1.00E-20,,0,0.26,0.65,0.285714286,0.714285714
168,nHAP,HE,0.39,7.50E-05,0.01,4,7.2,0.1,NaCl,7.69,3160,5,2.2,-58.7,-63.2,2.50E-07,0.0006,0.000417,None,0.01,HA,2.94E-21,,0,0.788,0.249,0.759884282,0.240115718
169,nHAP,HE,0.39,7.50E-05,0.01,4,7.2,1,NaCl,7.69,3160,5,2.2,-48.5,-60.3,2.92E-07,0.0006,0.000487,None,0.01,HA,2.94E-21,,0,0.553,0.455,0.548611111,0.451388889
170,nHAP,HE,0.39,7.50E-05,0.01,4,7.2,10,NaCl,7.69,3160,5,2.2,-38.5,-37.1,4.18E-07,0.0006,0.000697,None,0.01,HA,2.94E-21,,0,0.417,0.584,0.416583417,0.583416583
171,nHAP,HE,0.39,7.50E-05,0.01,4,7.2,50,NaCl,7.69,3160,5,2.2,-27.7,-21.4,6.38E-07,0.0006,0.00106,None,0.01,HA,2.94E-21,,0,0.078,0.93,0.077380952,0.922619048
172,nBiochar,HE,0.39,8.00E-05,0.2,3,6.8,0.1,NaHCO3,7.69,1760,2.75,4.05,-36.6,-68.1,1.26E-07,0.00055,0.000229,None,0,None,,,0,0.814,0.159,0.836587873,0.163412127
173,nBiochar,HE,0.39,8.00E-05,0.2,3,6.7,0.1,NaHCO3,7.69,1760,2.75,3.95,-32.9,-66.4,1.06E-07,0.00055,0.000193,None,0,None,,,0,0.765,0.233,0.766533066,0.233466934
174,nBiochar,HE,0.39,8.00E-05,0.2,3,6.7,0.1,NaHCO3,7.69,1760,2.75,3.95,-34,-66.4,1.05E-07,0.00055,0.000191,None,0,None,,,0,0.883,0.108,0.891019173,0.108980827
175,nBiochar,HE,0.39,8.00E-05,0.2,3,6.8,0.1,NaHCO3,7.69,1760,2.75,4.05,-28.9,-68.1,9.80E-08,0.00055,0.000178,None,0,None,,,1,0.565,0.406,0.581874356,0.418125644
176,nBiochar,EXP,0.4,1.53E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-36.6,-68.8,1.26E-07,0.0006,0.00021,None,0,None,5.94E-21,0.0008,0,0.8,0.253,0.759734093,0.240265907
177,nBiochar,HE,0.4,1.53E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-43.4,-69.6,1.26E-07,0.0006,0.00021,None,0.001,HA,2.94E-21,0.0006,0,0.837,0.218,0.793364929,0.206635071
178,nBiochar,HE,0.41,1.57E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-45.9,-69.4,1.26E-07,0.0006,0.00021,None,0.005,HA,2.94E-21,0.0006,0,0.866,0.17,0.835907336,0.164092664
179,nBiochar,EXP,0.42,1.61E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-46.8,-69.2,1.26E-07,0.0006,0.00021,None,0.01,HA,2.94E-21,,0,0.941,0.077,0.924361493,0.075638507
180,nBiochar,LD,0.4,1.53E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-36.6,-48.2,1.26E-07,0.0006,0.00021,FeOOH,0,None,1.07E-20,0.0006,0,0.69,0.394,0.636531365,0.363468635
181,nBiochar,EXP,0.4,1.53E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-36.6,-37.7,1.26E-07,0.0006,0.00021,FeOOH,0,None,1.07E-20,0.0006,0,0.653,0.417,0.610280374,0.389719626
182,nBiochar,HE,0.38,1.52E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-36.6,-25.4,1.26E-07,0.0006,0.00021,FeOOH,0,None,1.07E-20,0.0006,0,0.3,0.768,0.280898876,0.719101124
183,nBiochar,HE,0.42,1.61E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-43.4,-39.2,1.26E-07,0.0006,0.00021,FeOOH,0.001,HA,5.29E-21,0.0006,0,0.665,0.386,0.632730733,0.367269267
184,nBiochar,SIR,0.42,1.54E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-45.9,-43.9,1.26E-07,0.0006,0.00021,FeOOH,0.005,HA,5.29E-21,0.0006,0,0.771,0.244,0.759605911,0.240394089
185,nBiochar,LD,0.42,1.54E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-46.8,-45.1,1.26E-07,0.0006,0.00021,FeOOH,0.01,HA,5.29E-21,0.0006,0,0.788,0.221,0.780971259,0.219028741
186,nBiochar,HE,0.39,1.50E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-32.9,-68.8,1.06E-07,0.0006,0.000177,None,0,None,5.94E-21,0.0006,0,0.674,0.366,0.648076923,0.351923077
187,nBiochar,HE,0.38,1.46E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-37.9,-69.6,1.06E-07,0.0006,0.000177,None,0.001,HA,2.94E-21,0.0006,0,0.742,0.294,0.716216216,0.283783784
188,nBiochar,HE,0.4,1.53E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-38.7,-69.4,1.06E-07,0.0006,0.000177,None,0.005,HA,2.94E-21,0.0006,0,0.856,0.179,0.82705314,0.17294686
189,nBiochar,EXP,0.39,1.50E-05,0.3,3,7,0.1,NaCl,7.69,1760,2.75,4.25,-39.3,-69.2,1.06E-07,0.0006,0.000177,None,0.01,HA,2.94E-21,0.0006,0,0.859,0.159,0.843811395,0.156188605
190,nBiochar,HE,0.4,1.60E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-32.9,-25.4,1.06E-07,0.0006,0.000177,FeOOH,0,None,1.07E-20,0.0006,0,0.561,0.459,0.55,0.45
191,nBiochar,EXP,0.41,1.64E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-32.9,-37.7,1.06E-07,0.0006,0.000177,FeOOH,0,None,1.07E-20,0.0006,0,0.482,0.574,0.456439394,0.543560606
192,nBiochar,EXP,0.4,1.60E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-32.9,-48.2,1.06E-07,0.0006,0.000177,FeOOH,0,None,1.07E-20,0.0006,0,0.242,0.794,0.233590734,0.766409266
193,nBiochar,HE,0.4,1.53E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-37.9,-39.2,1.06E-07,0.0006,0.000177,FeOOH,0.001,HA,5.29E-21,0.0006,0,0.594,0.447,0.570605187,0.429394813
194,nBiochar,EXP,0.41,1.57E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-38.7,-43.9,1.06E-07,0.0006,0.000177,FeOOH,0.005,HA,5.29E-21,0.0006,0,0.723,0.31,0.699903195,0.300096805
195,nBiochar,HE,0.41,1.57E-05,0.3,3,6.9,0.1,NaCl,7.69,1760,2.75,4.15,-39.3,-45.1,1.06E-07,0.0006,0.000177,FeOOH,0.01,HA,5.29E-21,0.0006,0,0.781,0.22,0.78021978,0.21978022
196,ZnO,HE,0.35,1.00E-05,0.0125,3,8,5,NaCl,7.69,2710,6.3,1.7,1.45,-33.2,5.00E-08,2.35E-04,2.13E-04,None,0,None,1.00E-20,,1,0.56,0.44,0.56,0.44
197,ZnO,HE,0.4,1.00E-05,0.0125,3,8,5,NaCl,7.69,2500,2,6,1.45,-35.17,5.00E-08,5.00E-04,1.00E-04,None,0,None,1.70E-20,,1,0.86,0.14,0.86,0.14
198,ZnO,HE,0.35,1.00E-05,0.0125,3,8,5,NaCl,7.69,2200,2.6,5.4,1.45,-53.94,5.00E-08,2.35E-04,2.13E-04,None,0,None,6.95E-19,,1,0.83,0.17,0.83,0.17
199,ZnO,HE,0.35,1.00E-05,0.0125,3,8,5,NaCl,7.69,2710,6.3,1.7,21,-33.2,7.20E-08,2.35E-04,3.06E-04,None,0,None,1.00E-20,,1,0.56,0.44,0.56,0.44
200,ZnO,EXP,0.4,1.00E-05,0.0125,3,8,5,NaCl,7.69,2500,2,6,21,-35.17,7.20E-08,5.00E-04,1.44E-04,None,0,None,1.70E-20,,1,0.86,0.14,0.86,0.14
201,ZnO,HE,0.35,1.00E-05,0.0125,3,8,5,NaCl,7.69,2200,2.6,5.4,21,-53.94,7.20E-08,2.35E-04,3.06E-04,None,0,None,6.95E-19,,1,0.83,0.17,0.83,0.17
